sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
371,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Python, Algorithms, Java, Data Structures, C++, REST API. Background includes developer roles.",Python | Algorithms | Java | Data Structures | C++ | REST API | Git,Design Patterns | OOP | Agile | Scrum | Unit Testing | Microservices | SOLID Principles | System Design,7,15,0.4667,0.3786,1.0,0.6,0.3572,0.2219,0.2596,0.75,49
372,Software Engineering,Mid-Level,"Mid-level Software Engineering developer with 3+ years working on real-world projects. Skills: REST API, System Design, Data Structures, Scrum, Git, Algorithms. Background includes developer roles.",REST API | System Design | Data Structures | Scrum | Git | Algorithms | Unit Testing,Java | C++ | Python | Design Patterns | OOP | Agile | Microservices | SOLID Principles,7,15,0.4667,0.3346,1.0,0.6,0.4541,0.3531,0.3597,0.375,40
373,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Microservices, Data Structures, Design Patterns, System Design, Agile, C++. Background includes 4+ years roles.",Microservices | Data Structures | Design Patterns | System Design | Agile | C++ | Git | SOLID Principles | Unit Testing | Scrum,Java | Python | OOP | Algorithms | REST API,10,15,0.6667,0.4468,1.0,0.6,0.521,0.2015,0.4046,0.5,53
374,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Scrum, Git, Unit Testing, OOP, Data Structures, Python. Background includes engineer roles.",Scrum | Git | Unit Testing | OOP | Data Structures | Python,Java | C++ | Design Patterns | Algorithms | Agile | REST API | Microservices | SOLID Principles | System Design,6,15,0.4,0.2809,1.0,0.6,0.282,0.5638,0.2577,0.5,40
375,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: Python, Git, Microservices, Scrum, Unit Testing, C++. Background includes engineer roles.",Python | Git | Microservices | Scrum | Unit Testing | C++,Java | Design Patterns | OOP | Data Structures | Algorithms | Agile | REST API | SOLID Principles | System Design,6,15,0.4,0.3773,1.0,0.6,0.2874,0.4937,0.293,0.375,44
376,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Unit Testing, Git, Data Structures, Algorithms, SOLID Principles, OOP. Background includes 5+ years roles.",Unit Testing | Git | Data Structures | Algorithms | SOLID Principles | OOP,Java | C++ | Python | Design Patterns | Agile | Scrum | REST API | Microservices | System Design,6,15,0.4,0.2938,1.0,0.6,0.2972,0.4632,0.3218,0.5,40
377,Software Engineering,Mid-Level,"Mid-level Software Engineering developer with 3+ years working on real-world projects. Skills: Agile, Design Patterns, SOLID Principles, Data Structures, System Design, Java. Background includes 5+ years roles.",Agile | Design Patterns | SOLID Principles | Data Structures | System Design | Java,C++ | Python | OOP | Algorithms | Git | Scrum | Unit Testing | REST API | Microservices,6,15,0.4,0.2753,1.0,0.6,0.3442,0.5985,0.2864,0.375,40
378,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: Git, System Design, Unit Testing, OOP, Data Structures, Agile. Background includes 5+ years roles.",Git | System Design | Unit Testing | OOP | Data Structures | Agile | Algorithms,Java | C++ | Python | Design Patterns | Scrum | REST API | Microservices | SOLID Principles,7,15,0.4667,0.3164,1.0,0.6,0.4168,0.3109,0.3301,0.5,49
379,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Unit Testing, Algorithms, OOP, Data Structures, SOLID Principles, Java. Background includes specialist roles.",Unit Testing | Algorithms | OOP | Data Structures | SOLID Principles | Java | Design Patterns,C++ | Python | Git | Agile | Scrum | REST API | Microservices | System Design,7,15,0.4667,0.306,1.0,0.6,0.3279,0.208,0.3525,0.625,48
380,Software Engineering,Mid-Level,"Mid-level Software Engineering developer with 3+ years working on real-world projects. Skills: Git, Data Structures, SOLID Principles, System Design, Design Patterns, C++. Background includes engineer roles.",Git | Data Structures | SOLID Principles | System Design | Design Patterns | C++,Java | Python | OOP | Algorithms | Agile | Scrum | Unit Testing | REST API | Microservices,6,15,0.4,0.3354,1.0,0.6,0.3494,0.4391,0.3235,0.5,40
381,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Design Patterns, Microservices, REST API, Python, Git, Agile. Background includes developer roles.",Design Patterns | Microservices | REST API | Python | Git | Agile | Data Structures | OOP,Java | C++ | Algorithms | Scrum | Unit Testing | SOLID Principles | System Design,8,15,0.5333,0.4173,1.0,0.6,0.4199,0.5476,0.4622,0.625,55
382,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: OOP, Java, Git, System Design, Python. Background includes developer roles.",OOP | Java | Git | System Design | Python,C++ | Design Patterns | Data Structures | Algorithms | Agile | Scrum | Unit Testing | REST API | Microservices | SOLID Principles,5,15,0.3333,0.2296,1.0,0.6,0.2483,0.572,0.2368,0.5,42
383,Software Engineering,Mid-Level,"Mid-level Software Engineering developer with 3+ years working on real-world projects. Skills: Java, Microservices, Data Structures, Git, SOLID Principles, Python. Background includes 3+ years roles.",Java | Microservices | Data Structures | Git | SOLID Principles | Python,C++ | Design Patterns | OOP | Algorithms | Agile | Scrum | Unit Testing | REST API | System Design,6,15,0.4,0.3058,1.0,0.6,0.3826,0.3435,0.3084,0.5,40
384,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Git, C++, Algorithms, Data Structures, Scrum. Background includes specialist roles.",Git | C++ | Algorithms | Data Structures | Scrum,Java | Python | Design Patterns | OOP | Agile | Unit Testing | REST API | Microservices | SOLID Principles | System Design,5,15,0.3333,0.2267,1.0,0.6,0.2664,0.2993,0.2986,0.5,41
385,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: Git, OOP, Agile, Microservices, Java, C++. Background includes 5+ years roles.",Git | OOP | Agile | Microservices | Java | C++ | SOLID Principles,Python | Design Patterns | Data Structures | Algorithms | Scrum | Unit Testing | REST API | System Design,7,15,0.4667,0.4385,1.0,0.6,0.3686,0.3075,0.4197,0.5,46
386,Software Engineering,Senior,"Senior Software Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Algorithms, SOLID Principles, Design Patterns, Microservices, Unit Testing, REST API. Background includes architect roles.",Algorithms | SOLID Principles | Design Patterns | Microservices | Unit Testing | REST API | Git | C++ | Data Structures | System Design | OOP | Java | Agile,Python | Scrum,13,15,0.8667,0.7828,1.0,0.9,0.7123,0.8859,0.6234,0.875,88
387,Software Engineering,Senior,"Principal Software Engineering engineer with deep expertise and strong leadership background. Skills: Agile, REST API, Microservices, System Design, OOP, Data Structures. Background includes senior roles.",Agile | REST API | Microservices | System Design | OOP | Data Structures | C++ | SOLID Principles | Algorithms | Python | Design Patterns | Scrum | Git,Java | Unit Testing,13,15,0.8667,0.6109,1.0,0.9,0.6456,0.7688,0.6513,0.875,83
388,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Python, Git, Java, C++, Agile, Data Structures. Background includes 10+ years roles.",Python | Git | Java | C++ | Agile | Data Structures | Microservices | Algorithms | Unit Testing | REST API | Design Patterns | SOLID Principles | Scrum | System Design | OOP,,15,15,1.0,0.8797,1.0,0.9,0.8456,0.5747,0.7769,1.0,94
389,Software Engineering,Senior,"Principal Software Engineering engineer with deep expertise and strong leadership background. Skills: Git, Java, Algorithms, C++, System Design, Data Structures. Background includes principal roles.",Git | Java | Algorithms | C++ | System Design | Data Structures | Design Patterns | Scrum | SOLID Principles | Unit Testing | Agile,Python | OOP | REST API | Microservices,11,15,0.7333,0.5324,1.0,0.9,0.5396,0.8112,0.6432,0.75,73
390,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Python, OOP, Unit Testing, SOLID Principles, Scrum, Agile. Background includes principal roles.",Python | OOP | Unit Testing | SOLID Principles | Scrum | Agile | Data Structures | Java | Algorithms,C++ | Design Patterns | Git | REST API | Microservices | System Design,9,15,0.6,0.4082,1.0,0.9,0.5929,0.9514,0.4763,0.625,65
391,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Microservices, SOLID Principles, Python, Unit Testing, Algorithms, Design Patterns. Background includes head of roles.",Microservices | SOLID Principles | Python | Unit Testing | Algorithms | Design Patterns | REST API | Java | C++,OOP | Data Structures | Git | Agile | Scrum | System Design,9,15,0.6,0.4712,1.0,0.9,0.5461,0.8794,0.3522,0.625,67
392,Software Engineering,Senior,"Senior Software Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: REST API, Microservices, Data Structures, SOLID Principles, C++, Git. Background includes lead roles.",REST API | Microservices | Data Structures | SOLID Principles | C++ | Git | System Design | OOP | Python,Java | Design Patterns | Algorithms | Agile | Scrum | Unit Testing,9,15,0.6,0.4,1.0,0.9,0.5258,0.9673,0.4825,0.625,65
393,Software Engineering,Senior,"Principal Software Engineering engineer with deep expertise and strong leadership background. Skills: System Design, Microservices, REST API, Algorithms, SOLID Principles, Scrum. Background includes principal roles.",System Design | Microservices | REST API | Algorithms | SOLID Principles | Scrum | Agile | Java | Design Patterns | C++ | OOP,Python | Data Structures | Git | Unit Testing,11,15,0.7333,0.5438,1.0,0.9,0.5509,0.7237,0.4574,0.625,72
394,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: System Design, Unit Testing, Algorithms, Scrum, SOLID Principles, Data Structures. Background includes senior roles.",System Design | Unit Testing | Algorithms | Scrum | SOLID Principles | Data Structures | Agile | Git | Microservices | Design Patterns | C++ | OOP | Java | Python,REST API,14,15,0.9333,0.6281,1.0,0.9,0.6593,0.7095,0.7668,1.0,86
395,Software Engineering,Senior,"Senior Software Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Microservices, SOLID Principles, Design Patterns, Python, System Design, Git. Background includes director roles.",Microservices | SOLID Principles | Design Patterns | Python | System Design | Git | Unit Testing | REST API | Agile,Java | C++ | OOP | Data Structures | Algorithms | Scrum,9,15,0.6,0.4407,1.0,0.9,0.5135,0.6172,0.3559,0.375,65
396,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Java, Data Structures, Algorithms, Scrum, SOLID Principles, Git. Background includes director roles.",Java | Data Structures | Algorithms | Scrum | SOLID Principles | Git | Python | Microservices | System Design | OOP | REST API,C++ | Design Patterns | Agile | Unit Testing,11,15,0.7333,0.5017,1.0,0.9,0.5977,0.9186,0.6254,0.75,69
397,Software Engineering,Senior,"Senior Software Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Java, Git, System Design, Data Structures, REST API, C++. Background includes director roles.",Java | Git | System Design | Data Structures | REST API | C++ | Agile | Microservices | Scrum | OOP | Unit Testing | Python | Algorithms | SOLID Principles | Design Patterns,,15,15,1.0,0.6807,1.0,0.9,0.9098,0.556,0.8473,1.0,83
398,Software Engineering,Senior,"Senior Software Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: REST API, Design Patterns, Java, Python, Agile, SOLID Principles. Background includes head of roles.",REST API | Design Patterns | Java | Python | Agile | SOLID Principles | Scrum | Data Structures | Algorithms | C++,OOP | Git | Unit Testing | Microservices | System Design,10,15,0.6667,0.4683,1.0,0.9,0.5747,0.5252,0.3813,0.75,73
399,Software Engineering,Senior,"Experienced Software Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: System Design, Java, C++, Git, Microservices, SOLID Principles. Background includes senior roles.",System Design | Java | C++ | Git | Microservices | SOLID Principles | Design Patterns | REST API | Data Structures | Python | Scrum | OOP,Algorithms | Agile | Unit Testing,12,15,0.8,0.6094,1.0,0.9,0.5748,0.725,0.4973,0.875,83
400,Software Engineering,Senior,"Principal Software Engineering engineer with deep expertise and strong leadership background. Skills: Algorithms, Scrum, Unit Testing, OOP, Design Patterns, Microservices. Background includes principal roles.",Algorithms | Scrum | Unit Testing | OOP | Design Patterns | Microservices | SOLID Principles | Agile | Data Structures | C++,Java | Python | Git | REST API | System Design,10,15,0.6667,0.4971,1.0,0.9,0.5682,0.7496,0.3924,0.625,69
401,UI/UX Design,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about UI/UX Design. Skills: Design Systems, Motion Design, Color Theory, Prototyping. Background includes graduate roles.",Design Systems | Motion Design | Color Theory | Prototyping,Figma | Adobe XD | Wireframing | User Research | Usability Testing | HTML | CSS | Accessibility | Information Architecture | Typography | Zeplin,4,15,0.2667,0.2287,1.0,0.3,0.2061,0.2527,0.1662,0.25,26
402,UI/UX Design,Entry-Level,"Entry-level UI/UX Design intern with foundational knowledge and strong academic background. Skills: HTML, Zeplin, Figma, User Research, Design Systems. Background includes junior roles.",HTML | Zeplin | Figma | User Research | Design Systems,Adobe XD | Wireframing | Prototyping | Usability Testing | CSS | Accessibility | Information Architecture | Color Theory | Typography | Motion Design,5,15,0.3333,0.2568,1.0,0.3,0.3265,0.0315,0.2146,0.5,30
403,UI/UX Design,Entry-Level,"Junior UI/UX Design developer eager to learn and grow in a fast-paced environment. Skills: Figma, Wireframing. Background includes fresher roles.",Figma | Wireframing,Adobe XD | Prototyping | User Research | Usability Testing | Design Systems | HTML | CSS | Accessibility | Information Architecture | Color Theory | Typography | Zeplin | Motion Design,2,15,0.1333,0.0895,1.0,0.3,0.1089,0.1736,0.1159,0.25,12
404,UI/UX Design,Entry-Level,"Entry-level UI/UX Design intern with foundational knowledge and strong academic background. Skills: Figma, Zeplin. Background includes intern roles.",Figma | Zeplin,Adobe XD | Wireframing | Prototyping | User Research | Usability Testing | Design Systems | HTML | CSS | Accessibility | Information Architecture | Color Theory | Typography | Motion Design,2,15,0.1333,0.1067,1.0,0.3,0.1176,0.05,0.1105,0.125,15
405,UI/UX Design,Entry-Level,"Junior UI/UX Design developer eager to learn and grow in a fast-paced environment. Skills: Figma, Typography, Usability Testing, User Research. Background includes intern roles.",Figma | Typography | Usability Testing | User Research,Adobe XD | Wireframing | Prototyping | Design Systems | HTML | CSS | Accessibility | Information Architecture | Color Theory | Zeplin | Motion Design,4,15,0.2667,0.2264,1.0,0.3,0.2039,0.0361,0.2261,0.375,26
